Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
35,ET57033,PNA-X,Adjustments,RF1,6,2,2,512,,PASSED,gdrss3-69,10/1/2025 10:09,10:38:15,A; I (532); M (Diversity group C); Y (M9884A - CHANNEL 1)
36,ET57033,PNA-X,Phase Measurements,RF1,21,2,2,256,,PASSED,gdrss3-67,10/2/2025 3:41,2:04:33,J (002;003;004 - any); K (Dependency group F parent); M (Diversity group D); Y (M9884A - CHANNEL 1)
37,ET57033,PNA-X,Phase Measurements,RF1,22,2,2,,,PASSED,gdrss3-67,10/2/2025 5:47,3:35:32,I (514); J (002;003;004 - any); K (Dependency group G parent); M (Diversity group E); Y (M9884A - CHANNEL 1)
38,ET57033,PNA-X,Phase Measurements,RF1,23,2,2,512,,PASSED,gdrss3-69,10/3/2025 7:36,4:23:57,I (532); J (002;003;004 - any); K (Dependency group H parent); M (Diversity group F); Y (M9884A - CHANNEL 1)
64,ET54730,ACLR-Testing,Adjustments,RF1,13,2,2,114688,,PASSED,gdrss3-57,10/3/2025 18:07,2:20:57,E; I (532); Y (M9884A - CHANNEL 1)
71,ET57033,PNA-X,Amplitude Accuracy,RF1,14,2,2,512,256,PASSED,gdrss3-06,10/6/2025 23:23,0:01:40,I (1EC); M (Diversity group C); Y (M9884A - CHANNEL 1)
72,ET57033,PNA-X,Amplitude Accuracy,RF1,13,2,2,512,256,PASSED,gdrss3-06,10/6/2025 23:27,0:01:40,I (1EB); M (Diversity group C); Y (M9884A - CHANNEL 1)
73,ET57033,PNA-X,Amplitude Accuracy,RF1,12,2,2,512,256,PASSED,gdrss3-06,10/6/2025 23:30,0:01:39,E; I (1EA); M (Diversity group C); Y (M9884A - CHANNEL 1)
83,ET43064,YS Loading Gate,LoadingGateTest,CPU,2,2,2,,,PASSED,ys2gate70,10/8/2025 10:30,0:01:23,B
84,Insert test plan: M9884A,B; C; Q,,,,,,,,,,,,
85,ET57033,PNA-X,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-01,10/7/2025 11:22,0:07:29,Y (M9884A - CHANNEL 1)
86,ET57033,PNA-X,Amplitude Accuracy,RF1,4,2,2,512,,PASSED,gdrss3-01,10/7/2025 11:30,0:26:25,I (532); K (Dependency group I parent); M (Diversity group C); Y (M9884A - CHANNEL 1)
90,ET57033,PNA-X,Amplitude Accuracy,RF1,74,2,2,512,,PASSED,gdrss3-01,10/7/2025 11:59,0:06:59,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
91,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-05,10/8/2025 10:00,0:15:28,I (514); K (Dependency group J parent); M (Diversity group B); Y (M9884A - CHANNEL 1)
95,ET57033,PNA-X,Amplitude Accuracy,RF1,73,2,2,,,PASSED,gdrss3-41,10/8/2025 12:15,0:13:07,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
97,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-41,10/8/2025 12:30,0:19:33,K (Dependency group K parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
98,ET57033,PNA-X,Amplitude Accuracy,RF1,22,2,2,256,,PASSED,gdrss3-41,10/8/2025 12:51,1:29:43,E; Y (M9884A - CHANNEL 1)
102,ET57033,PNA-X,Amplitude Accuracy,RF1,72,2,2,256,,PASSED,gdrss3-41,10/8/2025 14:22,0:05:57,K (Dependency group K child); Y (M9884A - CHANNEL 1)
104,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,9,2,2,32768,,PASSED,gdrss3-51,10/11/2025 17:47,0:15:02,I (554); K (Dependency group I child); Y (M9884A - CHANNEL 1)
105,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,8,2,2,,,PASSED,gdrss3-54,10/9/2025 22:20,0:48:09,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
106,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,54,2,2,,,PASSED,gdrss3-54,10/9/2025 23:11,0:45:21,I (554); J (SMP); Y (M9884A - CHANNEL 1)
108,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,7,2,2,,,PASSED,gdrss3-54,10/9/2025 23:57,1:09:51,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
111,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-54,10/10/2025 1:12,0:33:11,K (Dependency group K child); Y (M9884A - CHANNEL 1)
114,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,9,2,2,,,PASSED,pnoise104,10/8/2025 15:11,0:34:50,I (ST5); K (Dependency group V parent); Y (M9884A - CHANNEL 1)
118,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,44,2,2,,,PASSED,pnoise104,10/8/2025 15:47,0:18:28,I (532;ST5 - all); K (Dependency group V child); Y (M9884A - CHANNEL 1)
119,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,43,2,2,,,PASSED,pnoise104,10/8/2025 16:06,0:13:26,I (514;ST5 - all); K (Dependency group V child); Y (M9884A - CHANNEL 1)
120,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,42,2,2,,,PASSED,pnoise104,10/8/2025 16:20,0:30:00,I (ST5); K (Dependency group V child); Y (M9884A - CHANNEL 1)
121,ET54730,ACLR-Testing,Channel Flatness,RF1,8,2,2,98304,32,PASSED,gdrss3-51,10/12/2025 8:10,0:02:40,I (554); Y (M9884A - CHANNEL 1)
122,ET54730,ACLR-Testing,Channel Flatness,RF1,7,2,2,73728,32,PASSED,gdrss3-51,10/12/2025 8:14,0:03:13,I (532); Y (M9884A - CHANNEL 1)
123,ET54730,ACLR-Testing,Channel Flatness,RF1,6,2,2,73728,32,PASSED,gdrss3-51,10/12/2025 8:18,0:02:11,I (514); Y (M9884A - CHANNEL 1)
124,ET54730,ACLR-Testing,Channel Flatness,RF1,3,2,2,73728,32,PASSED,gdrss3-51,10/12/2025 8:20,0:01:49,Y (M9884A - CHANNEL 1)
125,ET54730,ACLR-Testing,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-54,10/10/2025 1:47,0:03:03,Y (M9884A - CHANNEL 1)
126,ET54730,ACLR-Testing,Phase Measurements,RF1,38,2,2,32768,32,PASSED,gdrss3-51,10/12/2025 8:23,0:03:34,I (554); K (Dependency group H child); Y (M9884A - CHANNEL 1)
127,ET54730,ACLR-Testing,Phase Measurements,RF1,37,2,2,,32,PASSED,gdrss3-54,10/10/2025 1:51,0:15:16,I (532); K (Dependency group H child); Y (M9884A - CHANNEL 1)
128,ET57033,PNA-X,Phase Measurements,RF1,35,2,2,512,,PASSED,gdrss3-03,10/8/2025 16:53,0:31:34,I (532); K (Dependency group H child); M (Diversity group F); Y (M9884A - CHANNEL 1)
129,ET54730,ACLR-Testing,Phase Measurements,RF1,34,2,2,,32,PASSED,gdrss3-18,10/10/2025 11:05,0:12:04,I (514); K (Dependency group G child); Y (M9884A - CHANNEL 1)
130,ET57033,PNA-X,Phase Measurements,RF1,33,2,2,,,PASSED,gdrss3-41,10/8/2025 14:28,0:24:01,I (514); K (Dependency group G child); M (Diversity group E); Y (M9884A - CHANNEL 1)
131,ET54730,ACLR-Testing,Phase Measurements,RF1,32,2,2,,32,PASSED,gdrss3-18,10/10/2025 11:18,0:13:47,K (Dependency group F child); Y (M9884A - CHANNEL 1)
132,ET57033,PNA-X,Phase Measurements,RF1,31,2,2,256,,PASSED,gdrss3-41,10/8/2025 14:53,0:15:08,K (Dependency group F child); M (Diversity group D); Y (M9884A - CHANNEL 1)
133,ET55857,X-Mod,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-21,10/8/2025 18:44,0:02:54,Y (M9884A - CHANNEL 1)
134,ET55857,X-Mod,Switching Speed,RF1,5,2,2,64,,PASSED,gdrss3-21,10/8/2025 18:48,1:08:55,I (532); Y (M9884A - CHANNEL 1)
135,ET55857,X-Mod,Switching Speed,RF1,4,2,2,8,,PASSED,gdrss3-21,10/8/2025 20:01,0:25:35,I (514); Y (M9884A - CHANNEL 1)
136,ET55857,X-Mod,Switching Speed,RF1,3,2,2,8,,PASSED,gdrss3-21,10/8/2025 20:27,0:12:23,Y (M9884A - CHANNEL 1)
137,ET54730,ACLR-Testing,Pulse Modulation,RF1,12,2,2,32768,,PASSED,gdrss3-51,10/12/2025 8:28,0:10:33,I (554); Y (M9884A - CHANNEL 1)
138,ET54730,ACLR-Testing,Pulse Modulation,RF1,11,2,2,8192,94,PASSED,gdrss3-18,10/10/2025 11:33,0:28:42,Y (M9884A - CHANNEL 1)
139,ET55857,X-Mod,Pulse Modulation,RF1,5,2,2,64,,PASSED,gdrss3-21,10/8/2025 20:40,0:58:28,I (532); Y (M9884A - CHANNEL 1)
140,ET55857,X-Mod,Pulse Modulation,RF1,4,2,2,8,,PASSED,gdrss3-21,10/8/2025 21:39,0:24:56,I (514); Y (M9884A - CHANNEL 1)
141,ET55857,X-Mod,Pulse Modulation,RF1,3,2,2,8,,PASSED,gdrss3-21,10/8/2025 22:05,0:21:47,Y (M9884A - CHANNEL 1)
148,ET54730,ACLR-Testing,Spectral,RF1,54,2,2,32768,,PASSED,gdrss3-51,10/12/2025 8:39,0:19:19,I (554); Y (M9884A - CHANNEL 1)
149,ET54730,ACLR-Testing,Spectral,RF1,26,2,2,,,PASSED,gdrss3-18,10/10/2025 12:02,0:14:12,I (532); Y (M9884A - CHANNEL 1)
150,ET54730,ACLR-Testing,Spectral,RF1,25,2,2,,,PASSED,gdrss3-18,10/10/2025 12:17,0:08:35,I (532); Y (M9884A - CHANNEL 1)
151,ET54730,ACLR-Testing,Spectral,RF1,24,2,2,,,PASSED,gdrss3-18,10/10/2025 12:27,0:59:14,I (532); Y (M9884A - CHANNEL 1)
152,ET54730,ACLR-Testing,Spectral,RF1,23,2,2,,,PASSED,gdrss3-18,10/10/2025 13:30,0:08:27,I (544); Y (M9884A - CHANNEL 1)
153,ET54730,ACLR-Testing,Spectral,RF1,16,2,2,,,PASSED,gdrss3-18,10/10/2025 13:40,0:07:09,I (514); Y (M9884A - CHANNEL 1)
154,ET54730,ACLR-Testing,Spectral,RF1,15,2,2,,,PASSED,gdrss3-18,10/10/2025 13:48,0:11:28,I (514); Y (M9884A - CHANNEL 1)
155,ET54730,ACLR-Testing,Spectral,RF1,14,2,2,,,PASSED,gdrss3-18,10/10/2025 14:00,0:41:30,I (514); Y (M9884A - CHANNEL 1)
156,ET54730,ACLR-Testing,Spectral,RF1,13,2,2,,,PASSED,gdrss3-18,10/10/2025 14:44,0:25:04,I (520); Y (M9884A - CHANNEL 1)
157,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-18,10/10/2025 15:09,0:08:13,Y (M9884A - CHANNEL 1)
158,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-18,10/10/2025 15:18,0:10:04,Y (M9884A - CHANNEL 1)
159,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-18,10/10/2025 15:29,0:16:51,Y (M9884A - CHANNEL 1)
160,ET54730,ACLR-Testing,Spectral,RF1,3,2,2,,,PASSED,gdrss3-18,10/10/2025 15:52,0:09:27,Y (M9884A - CHANNEL 1)
161,ET54730,ACLR-Testing,Acpr,RF1,8,2,2,32768,32,PASSED,gdrss3-51,10/12/2025 9:02,0:08:26,I (554); Y (M9884A - CHANNEL 1)
162,ET54730,ACLR-Testing,Acpr,RF1,7,2,2,,32,PASSED,gdrss3-18,10/10/2025 16:03,1:54:40,I (532); Y (M9884A - CHANNEL 1)
163,ET54730,ACLR-Testing,Acpr,RF1,6,2,2,,32,PASSED,gdrss3-18,10/11/2025 9:55,0:42:20,I (514); Y (M9884A - CHANNEL 1)
164,ET54730,ACLR-Testing,Acpr,RF1,4,2,2,,32,PASSED,gdrss3-18,10/11/2025 10:38,1:52:15,Y (M9884A - CHANNEL 1)
165,ET57033,PNA-X,Amplitude Accuracy,RF1,29,2,2,512,,PASSED,gdrss3-03,10/8/2025 17:25,0:02:14,E; M (Diversity group A); Y (M9884A - CHANNEL 1)
166,ET57033,PNA-X,Amplitude Accuracy,RF1,21,2,2,512,,PASSED,gdrss3-07,10/12/2025 14:55,0:04:40,A; M (Diversity group A); Y (M9884A - CHANNEL 1)
418,ET54791,POSTPONEMENT,Functional Tests,CPU,16,2,2,,,PASSED,gdrss150,10/13/2025 14:39,0:01:03,A; G (Ship It)
419,ET54791,POSTPONEMENT,MCS3 Reconfig,CPU,6,2,2,,,PASSED,gdrss150,10/13/2025 14:41,0:04:36,A; G (Ship It); I (PCH)
420,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss150,10/13/2025 14:46,0:07:01,A; G (Ship It)
421,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss150,10/13/2025 14:53,0:02:04,A; G (Ship It)
426,ET54791,POSTPONEMENT,Functional Tests,RF1,17,2,2,,,PASSED,gdrss150,10/13/2025 14:56,0:02:32,A; G (Ship It); Y (M9884A - CHANNEL 1)
430,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss150,10/13/2025 15:28,0:00:58,A; G (Ship It); J (A6J;AMG - any)
431,ET54791,POSTPONEMENT,Functional Tests,CPU,34,2,2,,,PASSED,gdrss150,10/13/2025 15:30,0:00:07,A; G (Ship It)
433,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,10/15/2025 14:53,0:00:54,G (Ship It)
