Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
16,ET57033,PNA-X,Phase Measurements,RF1,21,2,2,256,,PASSED,gdrss3-04,9/7/2025 17:38,00:41:05,J (002;003;004 - any); K (Dependency group F parent); M (Diversity group D); Y (M9884A - CHANNEL 1)
17,ET54730,ACLR-Testing,Adjustments,RF1,11,2,2,81920,,PASSED,gdrss3-57,9/10/2025 23:00,00:38:22,E; J (532); Y (M9884A - CHANNEL 1)
18,ET57033,PNA-X,Amplitude Accuracy,RF1,12,2,2,512,256,PASSED,gdrss3-06,9/10/2025 23:48,00:04:30,E; I (1EA); M (Diversity group C); Y (M9884A - CHANNEL 1)
19,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-05,9/11/2025 00:07,00:29:32,K (Dependency group W parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
20,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-56,9/11/2025 01:42,01:02:31,K (Dependency group W child); Y (M9884A - CHANNEL 1)
21,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,9,2,2,,,PASSED,pnoise101,9/11/2025 03:26,00:39:29,I (ST5); K (Dependency group U parent); Y (M9884A - CHANNEL 1)
22,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,2,2,2,,,PASSED,pnoise101,9/11/2025 07:49,00:43:22,I (ST6); Y (M9884A - CHANNEL 1)
23,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,42,2,2,,,PASSED,pnoise101,9/11/2025 07:15,00:33:51,I (ST5); K (Dependency group U child); Y (M9884A - CHANNEL 1)
24,ET43064,YS Loading Gate,LoadingGateTest,CPU,2,2,2,,,PASSED,ys2gate70,9/11/2025 09:58,00:01:39,B
25,Insert test plan: M9884A,B; C; Q,,,,,,,,,,,,
26,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,2,2,2,,,PASSED,pnoise102,9/11/2025 12:16,00:29:39,I (ST6); Y (M9884A - CHANNEL 1)
27,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,42,2,2,,,PASSED,pnoise102,9/11/2025 12:46,00:30:34,I (ST5); K (Dependency group U child); Y (M9884A - CHANNEL 1)
28,ET57033,PNA-X,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-41,9/11/2025 14:57,00:03:34,Y (M9884A - CHANNEL 1)
29,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-03,9/11/2025 16:00,00:28:41,K (Dependency group K parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
30,ET57033,PNA-X,Amplitude Accuracy,RF1,22,2,2,256,,PASSED,gdrss3-03,9/11/2025 16:32,02:33:15,E; Y (M9884A - CHANNEL 1)
31,ET57033,PNA-X,Amplitude Accuracy,RF1,32,2,2,256,,PASSED,gdrss3-03,9/11/2025 19:06,00:04:10,K (Dependency group K child); Y (M9884A - CHANNEL 1)
32,ET57033,PNA-X,Amplitude Accuracy,RF1,42,2,2,256,,PASSED,gdrss3-03,9/11/2025 19:11,00:41:44,K (Dependency group K child); Y (M9884A - CHANNEL 1)
33,ET57033,PNA-X,Amplitude Accuracy,RF1,62,2,2,256,,PASSED,gdrss3-03,9/11/2025 19:54,00:54:41,K (Dependency group K child); Y (M9884A - CHANNEL 1)
34,ET57033,PNA-X,Amplitude Accuracy,RF1,72,2,2,256,,PASSED,gdrss3-03,9/11/2025 20:50,02:56:29,K (Dependency group K child); Y (M9884A - CHANNEL 1)
35,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-54,9/12/2025 05:22,01:01:54,K (Dependency group K child); Y (M9884A - CHANNEL 1)
36,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,52,2,2,,,PASSED,gdrss3-54,9/12/2025 06:26,00:35:25,Y (M9884A - CHANNEL 1)
37,ET54730,ACLR-Testing,Channel Flatness,RF1,3,2,2,73728,32,PASSED,gdrss3-57,9/15/2025 02:04,00:15:09,Y (M9884A - CHANNEL 1)
38,ET54730,ACLR-Testing,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-54,9/12/2025 07:05,00:04:19,Y (M9884A - CHANNEL 1)
39,ET54730,ACLR-Testing,Phase Measurements,RF1,32,2,2,,32,PASSED,gdrss3-54,9/12/2025 07:10,00:28:24,K (Dependency group F child); Y (M9884A - CHANNEL 1)
40,ET57033,PNA-X,Phase Measurements,RF1,31,2,2,256,,PASSED,gdrss3-03,9/11/2025 23:47,00:23:55,K (Dependency group F child); M (Diversity group D); Y (M9884A - CHANNEL 1)
41,ET55857,X-Mod,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-22,9/12/2025 00:56,00:04:37,Y (M9884A - CHANNEL 1)
42,ET55857,X-Mod,Switching Speed,RF1,3,2,2,8,,PASSED,gdrss3-21,9/12/2025 03:46,00:18:20,Y (M9884A - CHANNEL 1)
43,ET54730,ACLR-Testing,Pulse Modulation,RF1,11,2,2,8192,94,PASSED,gdrss3-54,9/12/2025 07:39,00:09:26,Y (M9884A - CHANNEL 1)
44,ET55857,X-Mod,Pulse Modulation,RF1,3,2,2,8,,PASSED,gdrss3-21,9/12/2025 04:05,00:23:48,Y (M9884A - CHANNEL 1)
45,ET54730,ACLR-Testing,Analog Modulation,RF1,2,2,2,1,,PASSED,gdrss3-15,9/15/2025 14:20,00:45:27,I (UNT); Y (M9884A - CHANNEL 1)
46,ET54730,ACLR-Testing,Analog Modulation,RF1,22,2,2,1,,PASSED,gdrss3-15,9/15/2025 20:27,02:25:30,I (UNT;AN1 - all); Y (M9884A - CHANNEL 1)
47,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-12,9/12/2025 16:06,00:15:51,Y (M9884A - CHANNEL 1)
48,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-12,9/12/2025 16:23,00:45:36,Y (M9884A - CHANNEL 1)
49,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-12,9/12/2025 17:09,02:38:46,Y (M9884A - CHANNEL 1)
50,ET54730,ACLR-Testing,Acpr,RF1,4,2,2,,32,PASSED,gdrss3-15,9/15/2025 23:05,01:54:03,Y (M9884A - CHANNEL 1)
51,ET57033,PNA-X,Amplitude Accuracy,RF1,29,2,2,256,,PASSED,gdrss3-02,9/12/2025 04:34,00:04:19,E; M (Diversity group A); Y (M9884A - CHANNEL 1)
52,ET57033,PNA-X,Amplitude Accuracy,RF1,21,2,2,256,,PASSED,gdrss3-04,9/16/2025 01:06,00:24:42,A; M (Diversity group A); Y (M9884A - CHANNEL 1)
54,ET54791,POSTPONEMENT,Functional Tests,CPU,16,2,2,,,PASSED,gdrss97,9/23/2025 19:16,00:00:46,A; G (Ship It)
55,ET54791,POSTPONEMENT,MCS3 Reconfig,CPU,6,2,2,,,PASSED,gdrss150,9/24/2025 08:52,00:05:17,A; G (Ship It); I (PCH)
56,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss150,9/24/2025 09:02,00:07:07,A; G (Ship It)
57,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss150,9/24/2025 09:13,00:00:06,A; G (Ship It)
58,ET54791,POSTPONEMENT,Functional Tests,RF1,5,2,2,,,PASSED,gdrss150,9/24/2025 09:16,00:03:54,A; G (Ship It); Y (M9884A - CHANNEL 1)
59,ET54791,POSTPONEMENT,Functional Tests,RF1,17,2,2,,,PASSED,gdrss150,9/24/2025 09:21,00:02:26,A; G (Ship It); Y (M9884A - CHANNEL 1)
60,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss24,9/24/2025 09:55,00:00:24,A; G (Ship It); J (A6J;AMG - any)
61,ET54791,POSTPONEMENT,Functional Tests,CPU,34,2,2,,,PASSED,gdrss24,9/24/2025 09:58,00:00:11,A; G (Ship It)
63,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,9/24/2025 13:01,00:00:35,G (Ship It)
