Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
45,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-42,12/10/2025 22:02,00:11:08,A; Y (N5886A - CHANNEL 1)
49,ET57033,PNA-X,Receiver Adjustments G2.4,RF1,51,2,2,256,,PASSED,gdrss3-42,12/10/2025 22:15,01:57:20,A; Y (N5886A - CHANNEL 1)
50,ET57033,PNA-X,Receiver Adjustments G2.4,RF1,52,2,2,256,,PASSED,gdrss3-42,12/11/2025 00:47,03:32:17,A; Y (N5886A - CHANNEL 1)
51,ET57033,PNA-X,Receiver Adjustments G2.4,RF1,53,2,2,256,,PASSED,gdrss3-42,12/11/2025 04:21,00:42:01,A; Y (N5886A - CHANNEL 1)
61,ET57033,PNA-X,Amplitude Accuracy,RF1,30,2,2,,,PASSED,gdrss3-42,12/11/2025 05:05,00:30:48,A; Y (N5886A - CHANNEL 1)
73,ET57033,PNA-X,Source Alignment,RF1,64,2,2,,,PASSED,gdrss3-42,12/11/2025 05:36,00:00:16,A; Y (N5886A - CHANNEL 1)
77,ET54730,ACLR-Testing,System Alignments G2.4,RF1,60,2,2,73728,,PASSED,gdrss3-16,12/11/2025 06:02,00:04:35,A; Y (N5886A - CHANNEL 1)
81,ET57381,Peanuts Phase Noise,Reference PhaseNoise,RF1,5,2,2,,,PASSED,pnoise103,12/11/2025 06:15,00:13:09,B; Y (N5886A - CHANNEL 1)
82,ET57381,Peanuts Phase Noise,PhaseNoise Calibration,RF1,1,2,2,,,PASSED,pnoise103,12/11/2025 06:30,00:12:27,B; Y (N5886A - CHANNEL 1)
83,ET57381,Peanuts Phase Noise,Store Cal Arrays,CPU,6,2,2,,,PASSED,pnoise103,12/11/2025 06:43,00:01:13,
84,ET43064,YS Loading Gate,Loading Gate G2.4,CPU,29,2,2,,,PASSED,ys2gate01,12/11/2025 14:49,00:02:48,
85,Insert test plan: N5886A,B; C; Q,,,,,,,,,,,,
86,ET57033,PNA-X,Amplitude Accuracy,RF1,4,2,2,256,,PASSED,gdrss3-41,12/11/2025 21:19,01:21:15,K (Dependency group C parent); M (Diversity group A); Y (N5886A - CHANNEL 1)
87,ET57033,PNA-X,Amplitude Accuracy,RF1,8,2,2,,,PASSED,gdrss3-41,12/11/2025 22:41,00:16:01,Y (N5886A - CHANNEL 1)
88,ET57033,PNA-X,Amplitude Accuracy,RF1,10,2,2,256,,PASSED,gdrss3-41,12/11/2025 22:57,00:06:58,Y (N5886A - CHANNEL 1)
89,ET57033,PNA-X,Amplitude Accuracy,RF1,12,2,2,256,,PASSED,gdrss3-09,12/12/2025 01:57,02:48:36,Y (N5886A - CHANNEL 1)
90,ET57033,PNA-X,Phase Measurements,RF1,31,2,2,256,,PASSED,gdrss3-41,12/12/2025 05:25,00:33:34,K (Dependency group F child); M (Diversity group D); Y (N5886A - CHANNEL 1)
91,ET54730,ACLR-Testing,Phase Measurements,RF1,32,2,2,,,PASSED,gdrss3-12,12/12/2025 06:00,00:26:24,K (Dependency group F child); Y (N5886A - CHANNEL 1)
92,ET54730,ACLR-Testing,Amplitude Accuracy Using SA,RF1,8,2,2,,,PASSED,gdrss3-12,12/12/2025 06:29,01:06:31,K (Dependency group C child); Y (N5886A - CHANNEL 1)
93,ET54730,ACLR-Testing,Digital Modulation,RF1,3,2,2,16384,,PASSED,gdrss3-57,12/13/2025 00:36,02:35:37,Y (N5886A - CHANNEL 1)
94,ET54730,ACLR-Testing,Channel Flatness,RF1,5,2,2,73728,,PASSED,gdrss3-51,12/12/2025 09:06,00:05:29,Y (N5886A - CHANNEL 1)
95,ET54730,ACLR-Testing,Channel Flatness,RF1,6,2,2,73728,,PASSED,gdrss3-51,12/12/2025 09:12,01:02:10,Y (N5886A - CHANNEL 1)
96,ET54730,ACLR-Testing,Spectral,RF1,3,2,2,,,PASSED,gdrss3-51,12/12/2025 10:23,00:14:10,Y (N5886A - CHANNEL 1)
97,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-51,12/12/2025 10:38,00:05:27,Y (N5886A - CHANNEL 1)
98,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-51,12/12/2025 10:44,00:07:37,Y (N5886A - CHANNEL 1)
99,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-51,12/12/2025 10:52,00:12:46,Y (N5886A - CHANNEL 1)
100,ET54730,ACLR-Testing,Spectral,RF1,7,2,2,,,PASSED,gdrss3-51,12/12/2025 11:08,00:02:52,Y (N5886A - CHANNEL 1)
101,ET54730,ACLR-Testing,Acpr,RF1,3,2,2,,4096,PASSED,gdrss3-51,12/12/2025 11:12,02:34:04,Y (N5886A - CHANNEL 1)
102,ET54730,ACLR-Testing,Pulse Modulation G2.4,RF1,2,2,2,,4096,PASSED,gdrss3-51,12/12/2025 13:50,00:25:20,Y (N5886A - CHANNEL 1)
103,ET55857,X-Mod,Pulse Modulation G2.4,RF1,13,2,2,8,,PASSED,gdrss3-21,12/11/2025 15:42,00:40:39,Y (N5886A - CHANNEL 1)
104,ET55857,X-Mod,Analog Modulation G2.4,RF1,4,2,2,,,PASSED,gdrss3-21,12/11/2025 16:24,00:50:45,Y (N5886A - CHANNEL 1)
105,ET55857,X-Mod,Avionics G2.4,RF1,2,2,2,8,,PASSED,gdrss3-21,12/11/2025 17:16,01:04:58,Y (N5886A - CHANNEL 1)
106,ET55857,X-Mod,Switching Speed,RF1,13,2,2,8,,PASSED,gdrss3-21,12/11/2025 18:23,01:05:07,Y (N5886A - CHANNEL 1)
107,ET57381,Peanuts Phase Noise,PhaseNoise,RF1,2,2,2,,,PASSED,pnoise104,12/12/2025 14:19,00:36:46,Y (N5886A - CHANNEL 1)
108,ET57381,Peanuts Phase Noise,PhaseNoise Medium,RF1,3,2,2,,,PASSED,pnoise104,12/12/2025 15:03,00:30:09,Y (N5886A - CHANNEL 1)
109,ET57381,Peanuts Phase Noise,PhaseNoise Standard,RF1,4,2,2,,,PASSED,pnoise104,12/12/2025 15:35,00:30:15,Y (N5886A - CHANNEL 1)
185,ET55946,Align-X,Functional Tests,RF1,8,2,2,,,PASSED,gdrss37,1/5/2026 17:03,00:04:11,A; G (Ship It); Y (N5886A - CHANNEL 1)
189,ET54791,POSTPONEMENT,Functional Tests G2.4,CPU,15,2,2,,,PASSED,gdrss24,1/5/2026 17:20,00:00:52,A; G (Ship It)
190,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,2,2,2,,,CLEARED,gdrss24,1/5/2026 17:25,00:00:27,A; G (Ship It)
191,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,3,2,2,,,PASSED,gdrss97,1/5/2026 18:40,11:11:44,A; G (Ship It)
192,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,5,2,2,,,PASSED,gdrss97,1/6/2026 06:02,00:00:15,A; G (Ship It)
193,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,6,2,2,,,PASSED,gdrss97,1/6/2026 06:18,00:01:48,A; G (Ship It)
194,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss96,1/6/2026 08:08,00:21:14,A; G (Ship It)
195,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss96,1/6/2026 08:29,00:00:11,A; G (Ship It)
196,ET54791,POSTPONEMENT,Functional Tests G2.4,RF1,5,2,2,,,PASSED,gdrss96,1/6/2026 08:30,00:10:22,A; G (Ship It); Y (N5886A - CHANNEL 1)
200,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss96,1/6/2026 09:52,00:00:40,G (Ship It)
202,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,1/9/2026 07:43,00:00:38,A; G (Ship It)
