Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
28,ET57033,PNA-X,Adjustments,RF1,5,2,2,,,PASSED,gdrss113,10/8/2025 11:05,02:46:01,A; I (514); M (Diversity group B); Y (M9884A - CHANNEL 1)
29,ET57033,PNA-X,Adjustments,RF1,6,2,2,512,,PASSED,gdrss113,10/8/2025 13:55,11:02:15,A; I (532); M (Diversity group C); Y (M9884A - CHANNEL 1)
30,ET57033,PNA-X,Phase Measurements,RF1,21,2,2,256,,PASSED,gdrss113,10/9/2025 01:04,00:47:18,J (002;003;004 - any); K (Dependency group F parent); M (Diversity group D); Y (M9884A - CHANNEL 1)
31,ET57033,PNA-X,Phase Measurements,RF1,22,2,2,,,PASSED,gdrss113,10/9/2025 01:53,04:41:39,I (514); J (002;003;004 - any); K (Dependency group G parent); M (Diversity group E); Y (M9884A - CHANNEL 1)
32,ET57033,PNA-X,Phase Measurements,RF1,23,2,2,512,,PASSED,gdrss3-47,10/14/2025 08:59,04:00:25,I (532); J (002;003;004 - any); K (Dependency group H parent); M (Diversity group F); Y (M9884A - CHANNEL 1)
64,ET54730,ACLR-Testing,Adjustments,RF1,13,2,2,114688,,PASSED,gdrss3-57,10/9/2025 17:02,06:54:23,E; I (532); Y (M9884A - CHANNEL 1)
71,ET57033,PNA-X,Amplitude Accuracy,RF1,14,2,2,512,256,PASSED,gdrss3-06,10/10/2025 00:18,00:10:00,I (1EC); M (Diversity group C); Y (M9884A - CHANNEL 1)
72,ET57033,PNA-X,Amplitude Accuracy,RF1,13,2,2,512,256,PASSED,gdrss3-06,10/10/2025 00:33,00:03:33,I (1EB); M (Diversity group C); Y (M9884A - CHANNEL 1)
73,ET57033,PNA-X,Amplitude Accuracy,RF1,12,2,2,512,256,PASSED,gdrss3-06,10/10/2025 00:38,00:08:58,E; I (1EA); M (Diversity group C); Y (M9884A - CHANNEL 1)
83,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-67,10/10/2025 03:55,00:15:23,I (514); M (Diversity group B); Y (M9884A - CHANNEL 1)
84,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-67,10/10/2025 04:15,00:17:18,K (Dependency group W parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
85,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-55,10/10/2025 04:55,01:01:50,K (Dependency group W child); Y (M9884A - CHANNEL 1)
95,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,9,2,2,,,PASSED,pnoise101,10/10/2025 07:41,01:24:04,I (ST5); K (Dependency group U parent); Y (M9884A - CHANNEL 1)
99,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,44,2,2,,,PASSED,pnoise101,10/10/2025 09:10,00:19:18,I (532;ST5 - all); K (Dependency group U child); Y (M9884A - CHANNEL 1)
100,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,43,2,2,,,PASSED,pnoise101,10/10/2025 09:30,00:20:13,I (514;ST5 - all); K (Dependency group U child); Y (M9884A - CHANNEL 1)
101,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,42,2,2,,,PASSED,pnoise101,10/10/2025 10:27,01:28:18,I (ST5); K (Dependency group U child); Y (M9884A - CHANNEL 1)
120,ET43064,YS Loading Gate,LoadingGateTest,CPU,2,2,2,,,PASSED,ys2gate70,10/16/2025 23:56,00:04:00,B
121,Insert test plan: M9884A,B; C; Q,,,,,,,,,,,,
125,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,44,2,2,,,PASSED,pnoise102,10/10/2025 13:57,00:19:34,I (532;ST5 - all); K (Dependency group U child); Y (M9884A - CHANNEL 1)
126,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,43,2,2,,,PASSED,pnoise102,10/10/2025 14:17,00:13:34,I (514;ST5 - all); K (Dependency group U child); Y (M9884A - CHANNEL 1)
127,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,42,2,2,,,PASSED,pnoise104,10/10/2025 15:03,00:31:02,I (ST5); K (Dependency group U child); Y (M9884A - CHANNEL 1)
128,ET57033,PNA-X,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-09,10/10/2025 15:53,00:02:58,Y (M9884A - CHANNEL 1)
129,ET57033,PNA-X,Amplitude Accuracy,RF1,4,2,2,512,,PASSED,gdrss3-69,10/13/2025 07:53,00:26:39,I (532); K (Dependency group I parent); M (Diversity group C); Y (M9884A - CHANNEL 1)
130,ET57033,PNA-X,Amplitude Accuracy,RF1,34,2,2,512,,PASSED,gdrss3-01,10/13/2025 11:09,00:08:43,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
131,ET57033,PNA-X,Amplitude Accuracy,RF1,44,2,2,512,,PASSED,gdrss3-01,10/13/2025 11:19,02:25:11,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
132,ET57033,PNA-X,Amplitude Accuracy,RF1,64,2,2,512,,PASSED,gdrss3-01,10/13/2025 13:47,00:04:54,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
133,ET57033,PNA-X,Amplitude Accuracy,RF1,74,2,2,512,,PASSED,gdrss3-01,10/13/2025 13:53,01:09:37,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
134,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-09,10/10/2025 15:57,00:24:44,I (514); K (Dependency group J parent); M (Diversity group B); Y (M9884A - CHANNEL 1)
135,ET57033,PNA-X,Amplitude Accuracy,RF1,33,2,2,,,PASSED,gdrss3-09,10/10/2025 16:24,00:03:46,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
136,ET57033,PNA-X,Amplitude Accuracy,RF1,43,2,2,,,PASSED,gdrss3-09,10/10/2025 16:30,00:41:40,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
137,ET57033,PNA-X,Amplitude Accuracy,RF1,63,2,2,,,PASSED,gdrss3-09,10/10/2025 17:13,00:04:41,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
138,ET57033,PNA-X,Amplitude Accuracy,RF1,73,2,2,,,PASSED,gdrss3-09,10/10/2025 17:22,00:54:46,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
139,ET57033,PNA-X,Amplitude Accuracy,RF1,83,2,2,,,PASSED,gdrss3-09,10/10/2025 18:19,00:04:50,I (532); K (Dependency group J child); Y (M9884A - CHANNEL 1)
140,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-41,10/11/2025 02:14,00:20:02,K (Dependency group K parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
141,ET57033,PNA-X,Amplitude Accuracy,RF1,22,2,2,256,,PASSED,gdrss3-41,10/11/2025 02:35,01:30:12,E; Y (M9884A - CHANNEL 1)
142,ET57033,PNA-X,Amplitude Accuracy,RF1,32,2,2,256,,PASSED,gdrss3-01,10/13/2025 15:09,00:03:21,K (Dependency group K child); Y (M9884A - CHANNEL 1)
143,ET57033,PNA-X,Amplitude Accuracy,RF1,42,2,2,256,,PASSED,gdrss3-01,10/13/2025 15:14,00:43:21,K (Dependency group K child); Y (M9884A - CHANNEL 1)
144,ET57033,PNA-X,Amplitude Accuracy,RF1,62,2,2,256,,PASSED,gdrss3-01,10/13/2025 15:59,00:54:28,K (Dependency group K child); Y (M9884A - CHANNEL 1)
145,ET57033,PNA-X,Amplitude Accuracy,RF1,72,2,2,256,,PASSED,gdrss3-01,10/13/2025 16:55,01:32:08,K (Dependency group K child); Y (M9884A - CHANNEL 1)
146,ET57033,PNA-X,Amplitude Accuracy,RF1,82,2,2,256,,PASSED,gdrss3-01,10/13/2025 18:29,00:04:52,E; I (514); Y (M9884A - CHANNEL 1)
147,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,9,2,2,32768,,PASSED,gdrss3-19,10/15/2025 13:01,00:15:41,I (554); K (Dependency group I child); Y (M9884A - CHANNEL 1)
148,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,8,2,2,,,PASSED,gdrss3-54,10/14/2025 22:46,00:48:05,I (532); K (Dependency group I child); Y (M9884A - CHANNEL 1)
149,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,54,2,2,,,PASSED,gdrss3-54,10/14/2025 23:36,00:45:51,I (532); Y (M9884A - CHANNEL 1)
150,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,7,2,2,,,PASSED,gdrss3-54,10/15/2025 00:23,01:09:45,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
151,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,53,2,2,,,PASSED,gdrss3-54,10/15/2025 01:37,00:28:33,I (514); Y (M9884A - CHANNEL 1)
152,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,87,2,2,,,PASSED,gdrss3-54,10/15/2025 02:07,00:08:38,I (532); K (Dependency group J child); Y (M9884A - CHANNEL 1)
153,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-54,10/15/2025 02:17,00:32:53,K (Dependency group K child); Y (M9884A - CHANNEL 1)
154,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,52,2,2,,,PASSED,gdrss3-54,10/15/2025 02:51,00:17:57,Y (M9884A - CHANNEL 1)
155,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,86,2,2,,,PASSED,gdrss3-54,10/15/2025 03:10,00:09:28,I (514); K (Dependency group K child); Y (M9884A - CHANNEL 1)
156,ET54730,ACLR-Testing,Channel Flatness,RF1,8,2,2,98304,32,PASSED,gdrss3-15,10/16/2025 21:43,00:04:36,I (554); Y (M9884A - CHANNEL 1)
157,ET54730,ACLR-Testing,Channel Flatness,RF1,7,2,2,73728,32,PASSED,gdrss3-15,10/16/2025 22:34,00:11:33,I (532); Y (M9884A - CHANNEL 1)
158,ET54730,ACLR-Testing,Channel Flatness,RF1,6,2,2,73728,32,PASSED,gdrss3-15,10/16/2025 22:47,00:08:41,I (514); Y (M9884A - CHANNEL 1)
159,ET54730,ACLR-Testing,Channel Flatness,RF1,3,2,2,73728,32,PASSED,gdrss3-15,10/16/2025 22:56,00:07:55,Y (M9884A - CHANNEL 1)
160,ET54730,ACLR-Testing,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-54,10/15/2025 03:21,00:03:08,Y (M9884A - CHANNEL 1)
161,ET54730,ACLR-Testing,Phase Measurements,RF1,38,2,2,32768,32,PASSED,gdrss3-51,10/17/2025 04:06,00:04:34,I (554); K (Dependency group H child); Y (M9884A - CHANNEL 1)
162,ET54730,ACLR-Testing,Phase Measurements,RF1,37,2,2,,32,PASSED,gdrss3-54,10/15/2025 03:25,00:15:39,I (532); K (Dependency group H child); Y (M9884A - CHANNEL 1)
163,ET57033,PNA-X,Phase Measurements,RF1,35,2,2,512,,PASSED,gdrss3-07,10/14/2025 13:31,00:35:29,I (532); K (Dependency group H child); M (Diversity group F); Y (M9884A - CHANNEL 1)
164,ET54730,ACLR-Testing,Phase Measurements,RF1,34,2,2,,32,PASSED,gdrss3-54,10/15/2025 03:45,00:09:55,I (514); K (Dependency group G child); Y (M9884A - CHANNEL 1)
165,ET57033,PNA-X,Phase Measurements,RF1,33,2,2,,,PASSED,gdrss3-09,10/17/2025 00:48,00:29:39,I (514); K (Dependency group G child); M (Diversity group E); Y (M9884A - CHANNEL 1)
166,ET54730,ACLR-Testing,Phase Measurements,RF1,32,2,2,,32,PASSED,gdrss3-54,10/15/2025 03:55,00:14:57,K (Dependency group F child); Y (M9884A - CHANNEL 1)
167,ET57033,PNA-X,Phase Measurements,RF1,31,2,2,256,,PASSED,gdrss3-09,10/17/2025 01:19,00:16:51,K (Dependency group F child); M (Diversity group D); Y (M9884A - CHANNEL 1)
168,ET55857,X-Mod,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-21,10/14/2025 18:54,00:02:58,Y (M9884A - CHANNEL 1)
169,ET55857,X-Mod,Switching Speed,RF1,5,2,2,64,,PASSED,gdrss3-21,10/14/2025 18:58,01:15:22,I (532); Y (M9884A - CHANNEL 1)
170,ET55857,X-Mod,Switching Speed,RF1,4,2,2,8,,PASSED,gdrss3-21,10/14/2025 20:16,00:24:22,I (514); Y (M9884A - CHANNEL 1)
171,ET55857,X-Mod,Switching Speed,RF1,3,2,2,8,,PASSED,gdrss3-21,10/14/2025 20:41,00:12:21,Y (M9884A - CHANNEL 1)
172,ET54730,ACLR-Testing,Pulse Modulation,RF1,12,2,2,32768,,PASSED,gdrss3-51,10/17/2025 04:12,00:10:29,I (554); Y (M9884A - CHANNEL 1)
173,ET54730,ACLR-Testing,Pulse Modulation,RF1,11,2,2,8192,94,PASSED,gdrss3-54,10/15/2025 04:11,00:28:00,Y (M9884A - CHANNEL 1)
174,ET55857,X-Mod,Pulse Modulation,RF1,5,2,2,64,,PASSED,gdrss3-21,10/14/2025 20:54,00:58:51,I (532); Y (M9884A - CHANNEL 1)
175,ET55857,X-Mod,Pulse Modulation,RF1,4,2,2,8,,PASSED,gdrss3-21,10/14/2025 21:54,00:24:57,I (514); Y (M9884A - CHANNEL 1)
176,ET55857,X-Mod,Pulse Modulation,RF1,3,2,2,8,,PASSED,gdrss3-21,10/14/2025 22:19,00:21:44,Y (M9884A - CHANNEL 1)
183,ET54730,ACLR-Testing,Spectral,RF1,54,2,2,32768,,PASSED,gdrss3-51,10/17/2025 04:23,00:18:49,I (554); Y (M9884A - CHANNEL 1)
184,ET54730,ACLR-Testing,Spectral,RF1,26,2,2,,,PASSED,gdrss3-54,10/15/2025 04:40,00:12:58,I (532); Y (M9884A - CHANNEL 1)
185,ET54730,ACLR-Testing,Spectral,RF1,25,2,2,,,PASSED,gdrss3-54,10/15/2025 04:53,00:08:07,I (532); Y (M9884A - CHANNEL 1)
186,ET54730,ACLR-Testing,Spectral,RF1,24,2,2,,,PASSED,gdrss3-54,10/15/2025 05:02,00:56:38,I (532); Y (M9884A - CHANNEL 1)
187,ET54730,ACLR-Testing,Spectral,RF1,23,2,2,,,PASSED,gdrss3-54,10/15/2025 06:05,00:08:09,I (544); Y (M9884A - CHANNEL 1)
188,ET54730,ACLR-Testing,Spectral,RF1,16,2,2,,,PASSED,gdrss3-54,10/15/2025 06:14,00:06:58,I (514); Y (M9884A - CHANNEL 1)
189,ET54730,ACLR-Testing,Spectral,RF1,15,2,2,,,PASSED,gdrss3-54,10/15/2025 06:21,00:10:16,I (514); Y (M9884A - CHANNEL 1)
190,ET54730,ACLR-Testing,Spectral,RF1,14,2,2,,,PASSED,gdrss3-54,10/15/2025 06:32,00:38:33,I (514); Y (M9884A - CHANNEL 1)
191,ET54730,ACLR-Testing,Spectral,RF1,13,2,2,,,PASSED,gdrss3-54,10/15/2025 07:12,00:25:45,I (520); Y (M9884A - CHANNEL 1)
192,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-54,10/15/2025 07:38,00:07:52,Y (M9884A - CHANNEL 1)
193,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-54,10/15/2025 07:47,00:08:53,Y (M9884A - CHANNEL 1)
194,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-54,10/15/2025 07:56,00:15:29,Y (M9884A - CHANNEL 1)
195,ET54730,ACLR-Testing,Spectral,RF1,3,2,2,,,PASSED,gdrss3-54,10/15/2025 08:16,00:09:38,Y (M9884A - CHANNEL 1)
196,ET54730,ACLR-Testing,Acpr,RF1,8,2,2,32768,32,PASSED,gdrss3-19,10/17/2025 05:22,00:08:43,I (554); Y (M9884A - CHANNEL 1)
197,ET54730,ACLR-Testing,Acpr,RF1,7,2,2,,32,PASSED,gdrss3-54,10/15/2025 08:26,01:54:57,I (532); Y (M9884A - CHANNEL 1)
198,ET54730,ACLR-Testing,Acpr,RF1,6,2,2,,32,PASSED,gdrss3-54,10/15/2025 10:25,00:40:24,I (514); Y (M9884A - CHANNEL 1)
199,ET54730,ACLR-Testing,Acpr,RF1,4,2,2,,32,PASSED,gdrss3-54,10/15/2025 11:06,01:51:16,Y (M9884A - CHANNEL 1)
200,ET57033,PNA-X,Amplitude Accuracy,RF1,29,2,2,256,,PASSED,gdrss3-09,10/17/2025 01:36,00:02:19,E; M (Diversity group A); Y (M9884A - CHANNEL 1)
201,ET57033,PNA-X,Amplitude Accuracy,RF1,21,2,2,256,,PASSED,gdrss3-01,10/17/2025 05:33,00:05:48,A; M (Diversity group A); Y (M9884A - CHANNEL 1)
437,ET54791,POSTPONEMENT,Functional Tests,CPU,16,2,2,,,PASSED,gdrss150,10/19/2025 08:06,00:02:05,A; G (Ship It)
438,ET54791,POSTPONEMENT,MCS3 Reconfig,CPU,6,2,2,,,PASSED,gdrss150,10/19/2025 08:10,00:04:19,A; G (Ship It); I (PCH)
439,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss150,10/19/2025 08:16,00:06:00,A; G (Ship It)
440,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss150,10/19/2025 08:24,00:00:50,A; G (Ship It)
441,ET54791,POSTPONEMENT,Functional Tests,RF1,5,2,2,,,PASSED,gdrss150,10/19/2025 08:29,00:04:03,A; G (Ship It); Y (M9884A - CHANNEL 1)
445,ET54791,POSTPONEMENT,Functional Tests,RF1,17,2,2,,,PASSED,gdrss150,10/19/2025 08:34,00:03:21,A; G (Ship It); Y (M9884A - CHANNEL 1)
449,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss150,10/19/2025 09:33,00:00:53,A; G (Ship It); J (A6J;AMG - any)
450,ET54791,POSTPONEMENT,Functional Tests,CPU,34,2,2,,,PASSED,gdrss150,10/19/2025 09:37,00:00:08,A; G (Ship It)
452,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,10/19/2025 13:28,00:00:34,G (Ship It)
