Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Test Group,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
28,ET55946,Align-X,Adjustment Reference,CPU,2,,2,2,,,PASSED,mod039,1/30/2026 08:13,00:10:29,
29,ET55946,Align-X,Adjustment Synth,RF1,2,,2,2,,,PASSED,mod039,1/29/2026 18:05,00:58:17,Y (N1525A - CHANNEL 1)
31,ET55946,Align-X,Adjustment Rear Panel IO,RF1,4,,2,2,,,FAILED,mod039,1/30/2026 15:16,00:48:23,Y (N1525A - CHANNEL 1)
33,ET55946,Align-X,Functional RF,RF1,2,,2,2,,,CLEARED,jkh,1/30/2026 12:25,00:00:29,Y (N1525A - CHANNEL 1)
35,ET55946,Align-X,Functional Ref ToneGen,CPU,2,,2,2,,,FAILED,mod039,1/30/2026 10:13,01:01:07,
36,ET55946,Align-X,Functional Rear Panel,RF1,4,,2,2,,,PASSED,mod039,1/28/2026 22:31,00:05:55,Y (N1525A - CHANNEL 1)
38,ET55946,Align-X,Functional Front Panel,CPU,2,,2,2,,,CLEARED,,,,
39,ET56035,SSA MINT,Phase Noise 2.4GHz Out,CPU,8,NPI,2,2,,,PASSED,louchis,1/12/2026 13:41,00:14:33,
40,ET43064,YS Loading Gate,LoadingGateTest,CPU,2,,2,2,,,PASSED,sr-ssd33vm,1/30/2026 17:43,00:00:33,B
41,Insert test plan: N1525A 1A65080031,B; C; I (001); Q,,,,,,,,,,,,,
42,ET57033,PNA-X,Adjustment Moab Power Sweep,RF1,6,,2,2,626688,,PASSED,sr-ssd21,1/30/2026 20:43,00:17:38,Y (N1525A - CHANNEL 1)
43,ET57033,PNA-X,Adjustment Moab Power Sweep,RF1,16,,2,2,626688,,PASSED,sr-ssd21,1/30/2026 21:01,00:15:45,Y (N1525A - CHANNEL 1)
44,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,4,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 18:33,00:15:43,A; Y (N1525A - CHANNEL 1)
45,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,5,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 18:49,00:18:38,A; Y (N1525A - CHANNEL 1)
46,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,6,,2,2,57344,,ABORTED,sr-ssd52,2/6/2026 00:01,00:12:01,A; Y (N1525A - CHANNEL 1)
47,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,14,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 19:30,00:16:23,A; Y (N1525A - CHANNEL 1)
48,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,15,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 19:48,00:18:42,A; Y (N1525A - CHANNEL 1)
49,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,16,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 20:08,00:20:23,A; Y (N1525A - CHANNEL 1)
50,ET54730,ACLR-Test,Adjustment Modulator Schedule,RF1,24,,2,2,57344,,PASSED,sr-ssd53,1/30/2026 20:29,00:12:19,A; Y (N1525A - CHANNEL 1)
51,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,4,,2,2,622848,,PASSED,sr-ssd50,1/30/2026 21:19,01:37:15,A; Y (N1525A - CHANNEL 1)
52,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,5,,2,2,622848,,PASSED,sr-ssd50,1/30/2026 22:58,01:31:21,A; Y (N1525A - CHANNEL 1)
53,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,6,,2,2,622848,,EXECUTE,sr-ssd50,1/31/2026 00:30,01:35:59,A; Y (N1525A - CHANNEL 1)
54,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,14,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 02:07,02:14:13,A; Y (N1525A - CHANNEL 1)
55,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,15,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 04:23,01:30:05,A; Y (N1525A - CHANNEL 1)
56,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,16,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 05:53,01:33:54,A; Y (N1525A - CHANNEL 1)
57,ET57033,PNA-X,Adjustment Modulator Region Sweep NA,RF1,24,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 14:29,02:14:15,A; Y (N1525A - CHANNEL 1)
58,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,4,,2,2,622848,,CLEARED,sr-ssd50,1/31/2026 11:42,00:06:09,A; Y (N1525A - CHANNEL 1)
59,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,5,,2,2,622848,,CLEARED,sr-ssd50,1/31/2026 11:49,00:04:11,A; Y (N1525A - CHANNEL 1)
60,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,6,,2,2,622848,,EXECUTE,sr-ssd50,1/31/2026 11:54,00:04:40,A; Y (N1525A - CHANNEL 1)
61,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,14,,2,2,622848,,CLEARED,sr-ssd50,1/31/2026 11:59,00:06:52,A; Y (N1525A - CHANNEL 1)
62,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,15,,2,2,622848,,CLEARED,sr-ssd50,1/31/2026 12:07,00:04:28,A; Y (N1525A - CHANNEL 1)
63,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,16,,2,2,622848,,CLEARED,sr-ssd50,1/31/2026 12:12,00:04:57,A; Y (N1525A - CHANNEL 1)
64,ET57033,PNA-X,Adjustment Modulator Program Schedule FPGA,RF1,24,,2,2,622848,,FAILED,sr-ssd50,1/31/2026 16:45,00:06:56,A; Y (N1525A - CHANNEL 1)
65,ET57033,PNA-X,Amp Acc OpenLoop YIG,RF1,50,FAST,2,2,626688,,PASSED,sr-ssd29,1/31/2026 12:27,00:06:18,A; Y (N1525A - CHANNEL 1)
66,ET57033,PNA-X,Amp Acc OpenLoop PhxDir,RF1,50,FAST,2,2,626688,,FAILED,sr-ssd29,1/31/2026 12:34,00:05:56,A; Y (N1525A - CHANNEL 1)
67,ET57033,PNA-X,Adjustment Modulator,RF1,4,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 12:41,00:08:47,A; Y (N1525A - CHANNEL 1)
68,ET57033,PNA-X,Adjustment Modulator,RF1,5,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 12:51,00:05:51,A; Y (N1525A - CHANNEL 1)
69,ET57033,PNA-X,Adjustment Modulator,RF1,6,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 12:57,00:09:09,A; Y (N1525A - CHANNEL 1)
70,ET57033,PNA-X,Adjustment Modulator,RF1,14,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 13:07,00:07:47,A; Y (N1525A - CHANNEL 1)
71,ET57033,PNA-X,Adjustment Modulator,RF1,15,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 13:16,00:05:31,A; Y (N1525A - CHANNEL 1)
72,ET57033,PNA-X,Adjustment Modulator,RF1,16,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 13:22,00:08:42,A; Y (N1525A - CHANNEL 1)
73,ET57033,PNA-X,Adjustment Modulator,RF1,24,,2,2,622848,,PASSED,sr-ssd50,1/31/2026 16:53,00:07:49,A; Y (N1525A - CHANNEL 1)
74,ET527271,,Adjustment Dac Sweep,RF1,3,,2,2,,,CLEARED,sr-ssd24_2,1/30/2026 17:15,00:04:08,Y (N1525A - CHANNEL 1)
75,ET57033,PNA-X,Adjustment PathGain,RF1,2,,2,2,622848,,EXECUTE,sr-ssd50,1/31/2026 13:40,00:43:41,A; Y (N1525A - CHANNEL 1)
76,ET57033,PNA-X,Adjustment PathGain,RF1,3,,2,2,622848,,EXECUTE,sr-ssd50,1/31/2026 17:01,00:27:44,A; Y (N1525A - CHANNEL 1)
77,ET57033,PNA-X,Amp Acc OpenLoop YIG,RF1,50,FAST,2,2,626688,,FAILED,sr-ssd29,2/4/2026 15:02,00:06:51,A; Y (N1525A - CHANNEL 1)
78,ET57033,PNA-X,Amp Acc OpenLoop PhxDir,RF1,50,FAST,2,2,626688,,FAILED,sr-ssd29,2/4/2026 15:09,00:05:58,A; Y (N1525A - CHANNEL 1)
79,ET57033,PNA-X,Adjustment Detector,RF1,2,ADJ,2,2,626688,,PASSED,sr-ssd29,1/31/2026 17:45,03:59:45,A; Y (N1525A - CHANNEL 1)
80,ET57033,PNA-X,Amplitude Accuracy Detector,RF1,2,NPI,2,2,626688,,EXECUTE,sr-ssd29,1/31/2026 21:45,00:09:55,A; Y (N1525A - CHANNEL 1)
81,ET57033,PNA-X,Adjustment Open Loop Power Cal,RF1,2,,2,2,626688,,CLEARED,,,,A; Y (N1525A - CHANNEL 1)
82,ET57033,PNA-X,Adjustment Output Attenuator,RF1,2,,2,2,622848,,PASSED,sr-ssd50,2/2/2026 10:19,01:47:17,A; Y (N1525A - CHANNEL 1)
83,ET54730,ACLR-Test,Adjustment Output Attenuator,RF1,3,,2,2,57344,,PASSED,sr-ssd52,2/2/2026 12:11,00:19:58,A; J; Y (N1525A - CHANNEL 1)
84,ET57033,PNA-X,Amp Acc OpenLoop PhxDivide 10-375MHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 15:13,00:19:31,E; Y (N1525A - CHANNEL 1)
85,ET57033,PNA-X,Amp Acc OpenLoop PhxDivide 10-375MHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 15:34,00:51:18,Y (N1525A - CHANNEL 1)
86,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 10-375MHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 15:34,00:23:22,K (Dependency group B parent); Y (N1525A - CHANNEL 1)
87,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 10-375MHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 16:43,00:51:48,Y (N1525A - CHANNEL 1)
88,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 375M-3.2GHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 16:31,00:10:07,K (Dependency group C parent); Y (N1525A - CHANNEL 1)
89,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 375M-3.2GHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 17:43,00:36:01,Y (N1525A - CHANNEL 1)
90,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 3.2-20GHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 16:18,00:11:25,K (Dependency group D parent); Y (N1525A - CHANNEL 1)
91,ET57033,PNA-X,Amp Acc OpenLoop PhxDir 3.2-20GHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 18:27,00:32:50,Y (N1525A - CHANNEL 1)
92,ET57033,PNA-X,Amp Acc OpenLoop YIG 10-375MHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 16:42,00:40:24,K (Dependency group E parent); Y (N1525A - CHANNEL 1)
93,ET57033,PNA-X,Amp Acc OpenLoop YIG 10-375MHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 19:18,00:52:27,Y (N1525A - CHANNEL 1)
94,ET57033,PNA-X,Amp Acc OpenLoop YIG 375M-3.2GHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 17:23,00:22:20,K (Dependency group F parent); Y (N1525A - CHANNEL 1)
95,ET57033,PNA-X,Amp Acc OpenLoop YIG 375M-3.2GHz,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 20:18,00:36:25,Y (N1525A - CHANNEL 1)
96,ET57033,PNA-X,Amp Acc OpenLoop YIG 3.2-20GHz,RF1,3,VER,2,2,626688,,FAILED,sr-ssd21,2/5/2026 17:47,02:02:31,K (Dependency group G parent); Y (N1525A - CHANNEL 1)
97,ET57033,PNA-X,Amp Acc OpenLoop YIG 3.2-20GHz,RF1,4,VER,2,2,626688,,EXECUTE,sr-ssd29,2/4/2026 21:02,00:32:13,Y (N1525A - CHANNEL 1)
98,ET57033,PNA-X,Amplitude Accuracy Closed Loop,RF1,4,VER,2,2,626688,,FAILED,sr-ssd29,2/4/2026 21:35,01:57:59,K (Dependency group H parent); Y (N1525A - CHANNEL 1)
99,ET52727,High Power Cal,Amp Acc ClosedLoop DacBand_YTO 9kHz-20GHz_Max_Power_with_PM,RF1,6,,2,2,,,SKIP,sr-ssd29_2,2/2/2026 01:35,02:20:32,Y (N1525A - CHANNEL 1)
100,ET52727,High Power Cal,Amp Acc ClosedLoop DacBand_YTO 9KHz-11.7MHz_with_PM,RF1,3,,2,2,,,SKIP,sr-ssd29_2,2/2/2026 03:57,00:27:38,Y (N1525A - CHANNEL 1)
101,ET52727,High Power Cal,Amp Acc ClosedLoop DacBand_YTO 9KHz-11.7MHz_with_PM,RF1,4,,2,2,,,SKIP,sr-ssd29_2,2/2/2026 04:24,01:06:37,Y (N1525A - CHANNEL 1)
102,ET52727,High Power Cal,Amp Acc DAC Band 9KHz-8MHz,RF1,3,,2,2,,,SKIP,,,,Y (N1525A - CHANNEL 1)
103,ET52727,High Power Cal,Amp Acc DAC Band 9KHz-8MHz,RF1,4,,2,2,,,SKIP,,,,Y (N1525A - CHANNEL 1)
104,ET52727,High Power Cal,Amp Acc OpenLoop DacBand_YTO 9KHz-11.7MHz_with_PM,RF1,3,,2,2,,,SKIP,,,,Y (N1525A - CHANNEL 1)
105,ET52727,High Power Cal,Amp Acc OpenLoop DacBand_YTO 9KHz-11.7MHz_with_PM,RF1,4,,2,2,,,SKIP,,,,Y (N1525A - CHANNEL 1)
106,ET56981,Modular Phase Noise,PhaseNoise,RF1,6,,2,2,1,,SKIP,,,,Y (N1525A - CHANNEL 1)
107,ET57381,Peanuts Phase Noise ,PhaseNoise,RF1,2,,2,2,,,SKIP,,,,Y (N1525A - CHANNEL 1)
108,ET57381,Peanuts Phase Noise ,PhaseNoise,RF1,22,,2,2,,,EXECUTE,,,,Y (N1525A - CHANNEL 1)
109,ET54730,ACLR-Test,Pulse Modulation,RF1,2,,2,2,57344,,PASSED,sr-ssd52,2/2/2026 12:33,00:02:52,D (Group a); Y (N1525A - CHANNEL 1)
110,ET58116,,Pulse Modulation,RF1,3,,2,2,8192,,UNTESTED,,,,Y (N1525A - CHANNEL 1)
111,ET55857,X-Mod,Pulse Modulation,RF1,2,,2,2,73,,EXECUTE,sr-ssd02,2/2/2026 06:48,00:05:15,D (Group a); Y (N1525A - CHANNEL 1)
112,ET55857,X-Mod,Pulse Modulation,RF1,3,,2,2,73,,FAILED,sr-ssd02,2/2/2026 06:54,01:48:28,Y (N1525A - CHANNEL 1)
113,ET54730,ACLR-Test,Switching Speed,RF1,2,FAST,2,2,57344,,EXECUTE,sr-ssd52,2/3/2026 21:17,,Y (N1525A - CHANNEL 1)
114,ET54730,ACLR-Test,Analog Modulation,RF1,4,,2,2,57344,,EXECUTE,sr-ssd52,2/3/2026 11:57,00:07:06,D (Group b); Y (N1525A - CHANNEL 1)
115,ET55857,X-Mod,Analog Modulation,RF1,4,,2,2,73,,EXECUTE,sr-ssd02,2/2/2026 08:43,01:35:48,D (Group b); Y (N1525A - CHANNEL 1)
116,ET54730,ACLR-Test,Spectral,RF1,20,,2,2,57344,,EXECUTE,sr-ssd52,2/5/2026 03:36,06:57:09,Y (N1525A - CHANNEL 1)
117,ET54730,ACLR-Test,Spectral,RF1,25,,2,2,57344,,EXECUTE,,,,Y (N1525A - CHANNEL 1)
118,ET54730,ACLR-Test,Spectral,RF1,4,,2,2,57344,,EXECUTE,,,,Y (N1525A - CHANNEL 1)
119,ET547301,,Spectral,RF1,99,,2,2,57344,,UNTESTED,,,,Y (N1525A - CHANNEL 1)
120,ET54730,ACLR-Test,Amp Acc OpenLoop PhxDivide 10-375MHz Low Power,RF1,3,,2,2,57344,,EXECUTE,sr-ssd52,2/5/2026 19:58,00:23:20,Y (N1525A - CHANNEL 1)
121,ET54730,ACLR-Test,Amp Acc OpenLoop PhxDir 10-375MHz Low Power,RF1,3,,2,2,57344,,EXECUTE,sr-ssd52,2/5/2026 20:25,00:02:54,K (Dependency group B child); Y (N1525A - CHANNEL 1)
122,ET54730,ACLR-Test,Amp Acc OpenLoop PhxDir 375M-3.2GHz Low Power,RF1,3,,2,2,57344,,FAILED,sr-ssd52,2/5/2026 21:39,00:48:36,K (Dependency group C child); Y (N1525A - CHANNEL 1)
123,ET54730,ACLR-Test,Amp Acc OpenLoop PhxDir 3.2-20GHz Low Power,RF1,3,,2,2,57344,,SKIP,sr-ssd52,2/5/2026 23:24,00:16:06,K (Dependency group D child); Y (N1525A - CHANNEL 1)
124,ET54730,ACLR-Test,Amp Acc OpenLoop YIG 10-375MHz Low Power,RF1,3,,2,2,57344,,FAILED,sr-ssd52,2/5/2026 20:30,01:07:17,K (Dependency group E child); Y (N1525A - CHANNEL 1)
125,ET54730,ACLR-Test,Amp Acc OpenLoop YIG 375M-3.2GHz Low Power,RF1,3,,2,2,57344,,FAILED,sr-ssd52,2/5/2026 22:30,00:52:10,K (Dependency group F child); Y (N1525A - CHANNEL 1)
126,ET54730,ACLR-Test,Amp Acc OpenLoop YIG 3.2-20GHz Low Power,RF1,3,,2,2,57344,,SKIP,sr-ssd52,2/5/2026 23:42,00:05:01,K (Dependency group G child); Y (N1525A - CHANNEL 1)
127,ET54730,ACLR-Test,Amplitude Accuracy Closed Loop Low Power,RF1,3,VER,2,2,57344,,EXECUTE,,,,K (Dependency group H child); Y (N1525A - CHANNEL 1)
234,ET54791,Postponement,Imaging,CPU,4,,2,2,,,UNTESTED,,,,A; G (Ship It)
235,ET54791,Postponement,Imaging,CPU,5,,2,2,,,UNTESTED,,,,A; G (Ship It)
236,ET54791,Postponement,CustomerInit,CPU,2,,2,2,,,UNTESTED,,,,A; G (Ship It)
237,ET54791,Postponement,CustomerInit,CPU,3,,2,2,,,UNTESTED,,,,A; G (Ship It)
238,ET54791,Postponement,FinalConfiguration,CPU,2,,2,2,,,UNTESTED,,,,A; G (Ship It)
239,HiPot,High Potential Test,Hi Pot,CPU,2,,2,2,,,UNTESTED,,,,G (Ship It)
