Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
93,ET54730,ACLR-Testing,Digital Modulation,RF1,3,2,2,16384,,PASSED,gdrss3-52,1/13/2026 04:21,01:06:21,Y (N5886A - CHANNEL 1)
94,ET54730,ACLR-Testing,Channel Flatness,RF1,5,2,2,73728,,PASSED,gdrss3-13,1/13/2026 11:31,00:07:45,Y (N5886A - CHANNEL 1)
95,ET54730,ACLR-Testing,Channel Flatness,RF1,6,2,2,73728,,PASSED,gdrss3-13,1/13/2026 11:40,01:14:39,Y (N5886A - CHANNEL 1)
96,ET54730,ACLR-Testing,Spectral,RF1,3,2,2,,,PASSED,gdrss3-52,1/13/2026 05:31,00:13:19,Y (N5886A - CHANNEL 1)
97,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-52,1/13/2026 05:45,00:05:04,Y (N5886A - CHANNEL 1)
98,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-52,1/13/2026 05:50,00:07:17,Y (N5886A - CHANNEL 1)
99,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-52,1/13/2026 05:58,00:12:13,Y (N5886A - CHANNEL 1)
100,ET54730,ACLR-Testing,Spectral,RF1,7,2,2,,,PASSED,gdrss3-52,1/13/2026 06:11,00:02:39,Y (N5886A - CHANNEL 1)
101,ET54730,ACLR-Testing,Acpr,RF1,3,2,2,,4096,PASSED,gdrss3-52,1/13/2026 06:14,02:29:32,Y (N5886A - CHANNEL 1)
102,ET54730,ACLR-Testing,Pulse Modulation G2.4,RF1,2,2,2,,4096,PASSED,gdrss3-52,1/13/2026 09:18,00:24:58,Y (N5886A - CHANNEL 1)
103,ET55857,X-Mod,Pulse Modulation G2.4,RF1,13,2,2,8,,PASSED,gdrss3-23,1/14/2026 00:22,00:37:11,Y (N5886A - CHANNEL 1)
104,ET55857,X-Mod,Analog Modulation G2.4,RF1,4,2,2,,,PASSED,gdrss3-23,1/15/2026 16:24,00:41:21,Y (N5886A - CHANNEL 1)
105,ET55857,X-Mod,Avionics G2.4,RF1,2,2,2,8,,PASSED,gdrss3-23,1/15/2026 08:12,01:04:52,Y (N5886A - CHANNEL 1)
106,ET55857,X-Mod,Switching Speed,RF1,13,2,2,8,,PASSED,gdrss3-23,1/14/2026 01:01,02:46:48,Y (N5886A - CHANNEL 1)
107,ET57381,Peanuts Phase Noise,PhaseNoise,RF1,2,2,2,,,PASSED,pnoise104,1/13/2026 09:47,00:36:15,Y (N5886A - CHANNEL 1)
108,ET57381,Peanuts Phase Noise,PhaseNoise Medium,RF1,3,2,2,,,PASSED,pnoise104,1/13/2026 10:24,00:29:49,Y (N5886A - CHANNEL 1)
109,ET57381,Peanuts Phase Noise,PhaseNoise Standard,RF1,4,2,2,,,PASSED,pnoise104,1/13/2026 10:54,00:29:46,Y (N5886A - CHANNEL 1)
185,ET55946,Align-X,Functional Tests,RF1,8,2,2,,,PASSED,gdrss3-33,1/16/2026 17:01,00:05:40,A; G (Ship It); Y (N5886A - CHANNEL 1)
189,ET54791,POSTPONEMENT,Functional Tests G2.4,CPU,15,2,2,,,PASSED,gdrss24,1/16/2026 17:37,00:01:23,A; G (Ship It)
190,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,2,2,2,,,PASSED,gdrss24,1/16/2026 17:39,01:07:50,A; G (Ship It)
191,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,3,2,2,,,PASSED,gdrss24,1/17/2026 06:39,00:06:48,A; G (Ship It)
192,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,5,2,2,,,PASSED,gdrss24,1/17/2026 06:46,00:00:40,A; G (Ship It)
193,ET54791,POSTPONEMENT,Reconfig G2.4,CPU,6,2,2,,,PASSED,gdrss24,1/17/2026 06:48,00:02:10,A; G (Ship It)
194,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss24,1/17/2026 14:23,00:07:35,A; G (Ship It)
195,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss24,1/17/2026 14:30,00:00:04,A; G (Ship It)
196,ET54791,POSTPONEMENT,Functional Tests G2.4,RF1,5,2,2,,,PASSED,gdrss24,1/17/2026 14:31,00:10:37,A; G (Ship It); Y (N5886A - CHANNEL 1)
200,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss96,1/19/2026 09:38,00:00:42,G (Ship It)
202,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,1/19/2026 10:47,00:00:36,A; G (Ship It)
