Seq #,Station Type,Station Name,Test Sequence,Port,Proc #,Area,Area Category,Stn Opts+,Stn Opts-,Status,Tested @,Start Time,Test Time,Comments
28,ET57033,PNA-X,Adjustments,RF1,5,2,2,,,PASSED,gdrss3-04,10/8/2025 22:37,03:01:10,A; I (514); M (Diversity group B); Y (M9884A - CHANNEL 1)
30,ET57033,PNA-X,Phase Measurements,RF1,21,2,2,256,,PASSED,gdrss3-67,9/27/2025 10:06,00:55:12,J (002;003;004 - any); K (Dependency group F parent); M (Diversity group D); Y (M9884A - CHANNEL 1)
31,ET57033,PNA-X,Phase Measurements,RF1,22,2,2,,,PASSED,gdrss3-67,9/27/2025 13:06,02:20:50,I (514); J (002;003;004 - any); K (Dependency group G parent); M (Diversity group E); Y (M9884A - CHANNEL 1)
63,ET54730,ACLR-Testing,Adjustments,RF1,11,2,2,81920,,PASSED,gdrss3-16,9/27/2025 17:47,01:50:23,E; J (532); Y (M9884A - CHANNEL 1)
83,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-67,10/9/2025 04:01,00:28:25,I (514); M (Diversity group B); Y (M9884A - CHANNEL 1)
84,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-04,10/9/2025 01:53,00:20:13,K (Dependency group W parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
85,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-56,10/9/2025 02:33,00:59:07,K (Dependency group W child); Y (M9884A - CHANNEL 1)
97,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,3,2,2,,,PASSED,pnoise101,10/9/2025 06:56,00:14:20,I (ST6;514 - all); Y (M9884A - CHANNEL 1)
98,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,2,2,2,,,PASSED,pnoise101,10/9/2025 07:12,00:27:53,I (ST6); Y (M9884A - CHANNEL 1)
120,ET43064,YS Loading Gate,LoadingGateTest,CPU,2,2,2,,,PASSED,ys2gate70,10/9/2025 08:07,00:01:20,B
121,Insert test plan: M9884A,B; C; Q,,,,,,,,,,,,
123,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,3,2,2,,,PASSED,pnoise104,10/9/2025 09:12,00:12:32,I (ST6;514 - all); Y (M9884A - CHANNEL 1)
124,ET57381,Peanuts Phase Noise,PhaseNoiseG2.4,RF1,2,2,2,,,PASSED,pnoise104,10/9/2025 09:25,00:27:37,I (ST6); Y (M9884A - CHANNEL 1)
128,ET57033,PNA-X,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-03,10/9/2025 11:20,00:02:41,Y (M9884A - CHANNEL 1)
134,ET57033,PNA-X,Amplitude Accuracy,RF1,3,2,2,,,PASSED,gdrss3-03,10/9/2025 11:24,00:14:40,I (514); K (Dependency group J parent); M (Diversity group B); Y (M9884A - CHANNEL 1)
135,ET57033,PNA-X,Amplitude Accuracy,RF1,33,2,2,,,PASSED,gdrss3-03,10/9/2025 11:40,00:02:25,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
136,ET57033,PNA-X,Amplitude Accuracy,RF1,43,2,2,,,PASSED,gdrss3-03,10/9/2025 11:43,00:49:35,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
137,ET57033,PNA-X,Amplitude Accuracy,RF1,63,2,2,,,PASSED,gdrss3-03,10/9/2025 12:34,00:04:57,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
138,ET57033,PNA-X,Amplitude Accuracy,RF1,73,2,2,,,PASSED,gdrss3-03,10/9/2025 12:40,00:09:45,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
140,ET57033,PNA-X,Amplitude Accuracy,RF1,2,2,2,256,,PASSED,gdrss3-03,10/9/2025 12:50,00:16:48,K (Dependency group K parent); M (Diversity group A); Y (M9884A - CHANNEL 1)
141,ET57033,PNA-X,Amplitude Accuracy,RF1,22,2,2,256,,PASSED,gdrss3-03,10/9/2025 13:08,01:17:40,E; Y (M9884A - CHANNEL 1)
142,ET57033,PNA-X,Amplitude Accuracy,RF1,32,2,2,256,,PASSED,gdrss3-03,10/9/2025 14:27,00:02:25,K (Dependency group K child); Y (M9884A - CHANNEL 1)
143,ET57033,PNA-X,Amplitude Accuracy,RF1,42,2,2,256,,PASSED,gdrss3-03,10/9/2025 14:30,00:42:07,K (Dependency group K child); Y (M9884A - CHANNEL 1)
144,ET57033,PNA-X,Amplitude Accuracy,RF1,62,2,2,256,,PASSED,gdrss3-03,10/9/2025 15:13,00:54:08,K (Dependency group K child); Y (M9884A - CHANNEL 1)
145,ET57033,PNA-X,Amplitude Accuracy,RF1,72,2,2,256,,PASSED,gdrss3-03,10/9/2025 16:08,00:14:59,K (Dependency group K child); Y (M9884A - CHANNEL 1)
146,ET57033,PNA-X,Amplitude Accuracy,RF1,82,2,2,256,,PASSED,gdrss3-03,10/9/2025 16:25,00:04:30,E; I (514); Y (M9884A - CHANNEL 1)
150,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,7,2,2,,,PASSED,gdrss3-17,10/9/2025 17:14,01:09:22,I (514); K (Dependency group J child); Y (M9884A - CHANNEL 1)
151,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,53,2,2,,,PASSED,gdrss3-17,10/9/2025 18:25,00:28:39,I (514); Y (M9884A - CHANNEL 1)
153,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,6,2,2,,,PASSED,gdrss3-17,10/9/2025 18:55,00:31:44,K (Dependency group K child); Y (M9884A - CHANNEL 1)
154,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,52,2,2,,,PASSED,gdrss3-17,10/9/2025 19:31,00:18:25,Y (M9884A - CHANNEL 1)
155,ET54730,ACLR-Testing,Amplitude Accuracy,RF1,86,2,2,,,PASSED,gdrss3-18,10/9/2025 23:14,00:10:35,I (514); K (Dependency group K child); Y (M9884A - CHANNEL 1)
158,ET54730,ACLR-Testing,Channel Flatness,RF1,6,2,2,73728,32,PASSED,gdrss3-51,10/10/2025 05:00,00:14:49,I (514); Y (M9884A - CHANNEL 1)
159,ET54730,ACLR-Testing,Channel Flatness,RF1,3,2,2,73728,32,PASSED,gdrss3-51,10/10/2025 05:20,00:02:02,Y (M9884A - CHANNEL 1)
160,ET54730,ACLR-Testing,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-18,10/9/2025 23:26,00:02:52,Y (M9884A - CHANNEL 1)
164,ET54730,ACLR-Testing,Phase Measurements,RF1,34,2,2,,32,PASSED,gdrss3-18,10/9/2025 23:30,00:10:57,I (514); K (Dependency group G child); Y (M9884A - CHANNEL 1)
165,ET57033,PNA-X,Phase Measurements,RF1,33,2,2,,,PASSED,gdrss3-03,10/9/2025 16:30,00:22:49,I (514); K (Dependency group G child); M (Diversity group E); Y (M9884A - CHANNEL 1)
166,ET54730,ACLR-Testing,Phase Measurements,RF1,32,2,2,,32,PASSED,gdrss3-18,10/9/2025 23:41,00:15:25,K (Dependency group F child); Y (M9884A - CHANNEL 1)
167,ET57033,PNA-X,Phase Measurements,RF1,31,2,2,256,,PASSED,gdrss3-03,10/9/2025 16:53,00:14:54,K (Dependency group F child); M (Diversity group D); Y (M9884A - CHANNEL 1)
168,ET55857,X-Mod,Functional Tests,RF1,5,2,2,,,PASSED,gdrss3-21,10/9/2025 21:42,00:02:34,Y (M9884A - CHANNEL 1)
170,ET55857,X-Mod,Switching Speed,RF1,4,2,2,8,,PASSED,gdrss3-21,10/9/2025 21:46,00:25:34,I (514); Y (M9884A - CHANNEL 1)
171,ET55857,X-Mod,Switching Speed,RF1,3,2,2,8,,PASSED,gdrss3-21,10/9/2025 22:12,00:12:19,Y (M9884A - CHANNEL 1)
173,ET54730,ACLR-Testing,Pulse Modulation,RF1,11,2,2,8192,94,PASSED,gdrss3-18,10/9/2025 23:58,00:13:10,Y (M9884A - CHANNEL 1)
175,ET55857,X-Mod,Pulse Modulation,RF1,4,2,2,8,,PASSED,gdrss3-21,10/9/2025 22:25,00:24:37,I (514); Y (M9884A - CHANNEL 1)
176,ET55857,X-Mod,Pulse Modulation,RF1,3,2,2,8,,PASSED,gdrss3-21,10/9/2025 22:50,00:21:28,Y (M9884A - CHANNEL 1)
188,ET54730,ACLR-Testing,Spectral,RF1,16,2,2,,,PASSED,gdrss3-18,10/10/2025 00:12,00:06:31,I (514); Y (M9884A - CHANNEL 1)
189,ET54730,ACLR-Testing,Spectral,RF1,15,2,2,,,PASSED,gdrss3-16,10/4/2025 12:44,00:11:10,I (514); Y (M9884A - CHANNEL 1)
190,ET54730,ACLR-Testing,Spectral,RF1,14,2,2,,,PASSED,gdrss3-18,10/10/2025 00:19,00:39:21,I (514); Y (M9884A - CHANNEL 1)
191,ET54730,ACLR-Testing,Spectral,RF1,13,2,2,,,PASSED,gdrss3-18,10/10/2025 01:03,00:04:15,I (520); Y (M9884A - CHANNEL 1)
192,ET54730,ACLR-Testing,Spectral,RF1,6,2,2,,,PASSED,gdrss3-18,10/10/2025 01:08,00:08:19,Y (M9884A - CHANNEL 1)
193,ET54730,ACLR-Testing,Spectral,RF1,5,2,2,,,PASSED,gdrss3-16,10/4/2025 12:59,00:11:10,Y (M9884A - CHANNEL 1)
194,ET54730,ACLR-Testing,Spectral,RF1,4,2,2,,,PASSED,gdrss3-18,10/10/2025 01:17,00:16:11,Y (M9884A - CHANNEL 1)
195,ET54730,ACLR-Testing,Spectral,RF1,3,2,2,,,PASSED,gdrss3-18,10/10/2025 01:34,00:08:30,Y (M9884A - CHANNEL 1)
198,ET54730,ACLR-Testing,Acpr,RF1,6,2,2,,32,PASSED,gdrss3-18,10/10/2025 01:43,00:41:52,I (514); Y (M9884A - CHANNEL 1)
199,ET54730,ACLR-Testing,Acpr,RF1,4,2,2,,32,PASSED,gdrss3-51,10/10/2025 05:23,01:52:30,Y (M9884A - CHANNEL 1)
200,ET57033,PNA-X,Amplitude Accuracy,RF1,29,2,2,256,,PASSED,gdrss3-69,10/10/2025 09:46,00:02:55,E; M (Diversity group A); Y (M9884A - CHANNEL 1)
201,ET57033,PNA-X,Amplitude Accuracy,RF1,21,2,2,256,,PASSED,gdrss3-69,10/10/2025 09:50,00:02:55,A; M (Diversity group A); Y (M9884A - CHANNEL 1)
437,ET54791,POSTPONEMENT,Functional Tests,CPU,16,2,2,,,PASSED,gdrss150,10/12/2025 12:43,00:00:55,A; G (Ship It)
438,ET54791,POSTPONEMENT,MCS3 Reconfig,CPU,6,2,2,,,PASSED,gdrss150,10/12/2025 12:45,00:05:23,A; G (Ship It); I (PCH)
439,ET54791,POSTPONEMENT,CustomerInit,CPU,2,2,2,,,PASSED,gdrss150,10/12/2025 12:51,00:06:22,A; G (Ship It)
440,ET54791,POSTPONEMENT,CustomerInit,CPU,3,2,2,,,PASSED,gdrss150,10/12/2025 12:57,00:00:05,A; G (Ship It)
441,ET54791,POSTPONEMENT,Functional Tests,RF1,5,2,2,,,PASSED,gdrss150,10/12/2025 12:58,00:05:36,A; G (Ship It); Y (M9884A - CHANNEL 1)
445,ET54791,POSTPONEMENT,Functional Tests,RF1,17,2,2,,,PASSED,gdrss150,10/12/2025 13:04,00:02:10,A; G (Ship It); Y (M9884A - CHANNEL 1)
449,ET54791,POSTPONEMENT,FinalConfiguration,CPU,2,2,2,,,PASSED,gdrss150,10/12/2025 13:19,00:01:03,A; G (Ship It); J (A6J;AMG - any)
450,ET54791,POSTPONEMENT,Functional Tests,CPU,34,2,2,,,PASSED,gdrss150,10/12/2025 13:20,00:00:05,A; G (Ship It)
452,ET53925,HiPot EI,RST,,3,2,2,,,PASSED,sshipot01,10/13/2025 07:42,00:00:28,G (Ship It)
